date,asset_id,product_id,subtype,market,low,mid,high,direct_low
2025-01-14,sv3pt5-4,502555,Reverse Holofoil,0.34,0.07,0.28,25.0,0.23
2025-01-14,sv3pt5-6,502558,Holofoil,5.68,3.5,5.75,26.0,6.99
2025-01-14,sv3pt5-7,502548,Normal,0.09,0.01,0.15,4.99,0.08
2025-01-14,sv3pt5-7,502548,Reverse Holofoil,0.23,0.08,0.25,15.0,
2025-01-14,sv4pt5-234,535090,Holofoil,185.38,179.99,200.0,374.99,179.99
2025-01-14,sv4pt5-54,534416,Holofoil,2.04,1.5,2.59,34.99,3.59
2025-01-14,sv8-57,590025,Holofoil,7.25,5.85,8.0,29.99,7.99
2025-01-14,sv8pt5-59,610414,Holofoil,,19.99,19.99,19.99,
2025-01-14,svp-085,518861,Normal,261.36,275.0,334.95,750.0,334.94
2025-01-14,swsh11-186,284137,Holofoil,558.78,449.0,598.99,999.99,620.95
2025-01-14,swsh12-186,451834,Holofoil,254.58,209.99,304.96,599.99,289.99
2025-01-14,swsh12pt5gg-GG69,478100,Holofoil,207.29,199.66,233.35,298.69,255.0
2025-01-14,swsh35-25,223018,Normal,0.11,0.02,0.15,1.49,
2025-01-14,swsh35-25,223018,Reverse Holofoil,0.23,0.09,0.25,2.0,
2025-01-14,swsh35-74,223073,Holofoil,187.87,144.79,229.99,1500.0,249.99
2025-01-14,swsh45sv-SV107,232496,Holofoil,110.34,100.0,124.97,349.95,113.42
2025-01-14,swsh7-204,246693,Holofoil,28.5,24.84,34.94,70.0,25.44
2025-01-14,swsh7-205,246696,Holofoil,345.62,346.36,405.8,550.0,346.36
2025-01-14,swsh7-208,246755,Holofoil,26.15,19.0,25.06,69.99,21.08
2025-01-14,swsh7-209,246756,Holofoil,274.3,264.99,314.99,424.99,350.0
2025-01-14,swsh7-211,246702,Holofoil,40.24,36.69,42.99,77.69,48.22
2025-01-14,swsh7-212,246704,Holofoil,263.99,259.99,300.0,449.95,299.99
2025-01-14,swsh7-215,246723,Holofoil,1504.46,1445.0,1655.85,2000.0,1639.0
2025-01-14,swsh7-218,246733,Holofoil,557.1,687.99,724.23,850.0,689.67
2025-01-14,swsh7-41,246753,Holofoil,3.56,1.85,4.03,89.0,4.99
2025-01-14,swsh7-65,246690,Holofoil,8.81,4.8,8.99,500.0,16.44
2025-01-14,swsh7-75,246701,Holofoil,7.38,3.99,7.49,20.0,6.32
2025-01-14,swsh7-8,246691,Holofoil,4.45,2.0,4.68,24.99,3.35
2025-01-14,swsh8-271,253266,Holofoil,601.63,579.99,679.99,998.95,606.96
2025-01-14,swsh9-154,263873,Holofoil,187.86,163.0,220.42,1500.0,169.29
2025-01-15,base1-15,42355,Holofoil,118.98,72.94,128.34,300.0,
2025-01-15,base1-16,42356,Holofoil,39.38,22.73,33.33,64.99,28.52
2025-01-15,base1-2,42360,Holofoil,163.33,78.0,131.38,249.99,99.99
2025-01-15,base1-4,42382,Holofoil,442.48,270.0,419.99,1249.99,259.99
2025-01-15,base1-58,42402,Normal,3.17,0.5,2.19,9999.0,2.0
2025-01-15,cel25c-4,250320,Holofoil,95.7,89.99,108.97,249.0,89.98
2025-01-15,gym2-2,83861,1st Edition Holofoil,936.79,725.0,810.0,895.0,
2025-01-15,gym2-2,83861,Unlimited Holofoil,289.6,289.6,349.99,499.99,
2025-01-15,neo1-9,86903,1st Edition Holofoil,780.96,999.99,2950.0,2953.99,
2025-01-15,neo1-9,86903,Unlimited Holofoil,349.06,344.97,375.36,1000.0,
2025-01-15,sl-151-bundle,502000,Normal,66.83,60.0,70.0,194.94,
2025-01-15,sl-151-etb,503313,Normal,172.38,159.99,192.43,4999.99,
2025-01-15,sl-151-upc,502005,Normal,273.14,269.49,300.0,694.94,
2025-01-15,sl-ar-box,265519,Normal,219.52,235.0,289.98,1999.99,
2025-01-15,sl-base-box,185731,Normal,,17000.0,17000.0,17000.0,
2025-01-15,sl-bs-box,256141,Normal,286.61,288.99,340.8,999.99,
2025-01-15,sl-cel-upc,245140,Normal,392.36,393.5,450.0,1000.0,
2025-01-15,sl-champ-etb,218791,Normal,104.15,99.99,122.48,399.99,
2025-01-15,sl-cz-etb,453470,Normal,89.82,81.99,108.99,1999.99,
2025-01-15,sl-evs-box,242436,Normal,1331.53,1495.0,1865.8,9999.99,
2025-01-15,sl-evs-etb,243721,Normal,404.62,444.99,499.99,989.89,
2025-01-15,sl-fs-box,247654,Normal,485.9,468.99,512.5,1299.99,
2025-01-15,sl-hf-etb,194729,Normal,225.03,224.41,249.48,499.99,
2025-01-15,sl-jp-151,565243,Normal,113.46,105.0,120.0,199.99,
2025-01-15,sl-jp-terastal,603428,Normal,95.41,92.99,99.49,170.0,
2025-01-15,sl-jt-box,610931,Normal,175.0,279.99,289.99,299.99,
2025-01-15,sl-lo-box,277324,Normal,388.83,371.98,446.5,1299.99,
2025-01-15,sl-neo-box,193334,Normal,,39999.99,39999.99,39999.99,
2025-01-15,sl-obf-box,501257,Normal,173.09,169.0,199.99,999.99,
2025-01-15,sl-pe-etb,593355,Normal,133.53,137.0,147.68,229.99,
2025-01-15,sl-pf-etb,528040,Normal,88.46,84.99,94.95,200.0,
2025-01-15,sl-shf-etb,228821,Normal,66.41,55.0,79.95,300.0,
2025-01-15,sl-ss-box,565606,Normal,239.38,235.0,268.0,999.95,
2025-01-15,sl-st-box,283389,Normal,245.59,245.98,299.99,1248.0,
2025-01-15,sl-tf-box,536225,Normal,156.86,158.95,180.0,333.0,
2025-01-15,sv2-185,497557,Normal,0.17,0.05,0.25,5.74,0.1
2025-01-15,sv2-185,497557,Reverse Holofoil,0.82,0.1,0.93,10.0,1.99
2025-01-15,sv2-254,497669,Holofoil,14.0,10.0,14.99,100.0,18.9
2025-01-15,sv2-269,497689,Holofoil,63.7,60.0,77.8,259.99,72.0
2025-01-15,sv3pt5-151,516566,Holofoil,8.87,4.75,8.79,29.99,12.44
2025-01-15,sv3pt5-199,517045,Holofoil,234.04,207.0,250.0,1000.0,211.99
2025-01-15,sv3pt5-205,517051,Holofoil,13.49,10.0,14.18,39.99,17.07
2025-01-15,sv3pt5-4,502555,Normal,0.1,0.01,0.15,25.0,0.1
2025-01-15,sv3pt5-4,502555,Reverse Holofoil,0.35,0.07,0.3,25.0,0.25
2025-01-15,sv3pt5-6,502558,Holofoil,5.44,3.5,5.72,100.0,6.09
2025-01-15,sv3pt5-7,502548,Normal,0.09,0.01,0.15,4.99,0.08
2025-01-15,sv3pt5-7,502548,Reverse Holofoil,0.24,0.08,0.25,15.0,
2025-01-15,sv4pt5-234,535090,Holofoil,185.68,179.99,216.02,374.99,179.99
2025-01-15,sv4pt5-54,534416,Holofoil,2.37,1.25,2.53,34.99,3.59
2025-01-15,sv8-57,590025,Holofoil,7.65,6.28,8.0,100.0,8.95
2025-01-15,sv8pt5-28,610383,Holofoil,,24.99,24.99,24.99,
2025-01-15,sv8pt5-59,610414,Holofoil,17.5,15.0,17.5,19.99,
2025-01-15,sv8pt5-59,610414,Reverse Holofoil,,25.0,32.5,39.99,
2025-01-15,svp-085,518861,Normal,267.0,275.0,334.92,750.0,334.89
2025-01-15,swsh11-186,284137,Holofoil,560.94,449.0,600.0,999.99,620.95
2025-01-15,swsh12-186,451834,Holofoil,255.74,230.0,299.99,599.99,289.99
2025-01-15,swsh12pt5gg-GG69,478100,Holofoil,205.69,199.66,249.5,298.69,294.0
2025-01-15,swsh35-25,223018,Normal,0.11,0.02,0.15,1.49,
2025-01-15,swsh35-25,223018,Reverse Holofoil,0.23,0.09,0.25,1.0,0.23
2025-01-15,swsh35-74,223073,Holofoil,187.87,156.03,229.99,1500.0,231.55
2025-01-15,swsh45sv-SV107,232496,Holofoil,112.11,102.16,125.26,349.95,127.99
2025-01-15,swsh7-204,246693,Holofoil,28.5,24.84,34.98,70.0,24.42
2025-01-15,swsh7-205,246696,Holofoil,345.62,346.36,412.4,799.99,346.36
2025-01-15,swsh7-208,246755,Holofoil,25.81,19.0,25.95,69.99,20.22
2025-01-15,swsh7-209,246756,Holofoil,274.31,283.74,342.89,599.99,349.99
2025-01-15,swsh7-211,246702,Holofoil,40.24,36.69,43.95,99.99,48.22
2025-01-15,swsh7-212,246704,Holofoil,271.48,282.2,329.0,599.99,297.0
2025-01-15,swsh7-215,246723,Holofoil,1513.79,1445.0,1661.75,2000.0,1639.0
2025-01-15,swsh7-218,246733,Holofoil,557.1,687.99,749.99,850.0,689.67
2025-01-15,swsh7-41,246753,Holofoil,3.61,2.3,4.06,89.0,6.4
2025-01-15,swsh7-65,246690,Holofoil,9.79,4.8,9.51,500.0,8.99
2025-01-15,swsh7-75,246701,Holofoil,7.71,3.99,7.55,29.99,9.94
2025-01-15,swsh7-8,246691,Holofoil,4.81,2.31,4.74,24.99,4.51
2025-01-15,swsh8-271,253266,Holofoil,606.63,579.99,799.59,999.99,606.96
2025-01-15,swsh9-154,263873,Holofoil,188.82,165.0,222.27,1500.0,149.99
2025-01-16,base1-15,42355,Holofoil,118.98,72.94,127.02,300.0,
2025-01-16,base1-16,42356,Holofoil,39.37,22.73,32.63,64.99,38.2
2025-01-16,base1-2,42360,Holofoil,163.33,78.0,140.87,249.99,
2025-01-16,base1-4,42382,Holofoil,442.48,270.0,409.99,1249.99,
2025-01-16,base1-58,42402,Normal,3.15,0.5,2.18,9999.0,
2025-01-16,cel25c-4,250320,Holofoil,95.12,88.76,109.99,249.0,90.0
2025-01-16,gym2-2,83861,1st Edition Holofoil,928.43,725.0,725.0,725.0,
2025-01-16,gym2-2,83861,Unlimited Holofoil,289.41,289.6,349.0,499.99,
2025-01-16,neo1-9,86903,1st Edition Holofoil,780.96,999.99,2950.0,2953.99,
2025-01-16,neo1-9,86903,Unlimited Holofoil,349.06,344.97,397.68,1000.0,
2025-01-16,sl-151-bundle,502000,Normal,65.59,54.0,69.99,194.94,
2025-01-16,sl-151-etb,503313,Normal,170.62,163.6,199.97,4999.99,
2025-01-16,sl-151-upc,502005,Normal,248.28,269.38,300.0,694.94,
2025-01-16,sl-ar-box,265519,Normal,221.49,235.0,280.0,1999.99,
2025-01-16,sl-base-box,185731,Normal,,17000.0,17000.0,17000.0,
2025-01-16,sl-bs-box,256141,Normal,287.51,288.99,350.0,999.99,
2025-01-16,sl-cel-upc,245140,Normal,392.48,393.5,450.0,1000.0,
2025-01-16,sl-champ-etb,218791,Normal,104.15,99.99,120.0,399.99,
2025-01-16,sl-cz-etb,453470,Normal,91.05,82.99,107.97,1999.99,
2025-01-16,sl-evs-box,242436,Normal,1331.53,1494.98,1799.98,9999.99,
2025-01-16,sl-evs-etb,243721,Normal,404.62,444.99,499.99,989.89,
2025-01-16,sl-fs-box,247654,Normal,485.9,467.89,500.0,1299.99,
2025-01-16,sl-hf-etb,194729,Normal,224.52,224.7,249.95,499.99,
2025-01-16,sl-jp-151,565243,Normal,114.67,104.0,120.0,199.99,
2025-01-16,sl-jp-terastal,603428,Normal,93.69,89.0,97.47,170.0,
2025-01-16,sl-jt-box,610931,Normal,249.09,272.75,274.95,279.99,
2025-01-16,sl-lo-box,277324,Normal,388.07,365.89,436.44,1299.99,
2025-01-16,sl-neo-box,193334,Normal,,39999.99,39999.99,39999.99,
2025-01-16,sl-obf-box,501257,Normal,174.57,166.89,199.98,999.99,
2025-01-16,sl-pe-etb,593355,Normal,136.24,125.24,139.99,229.99,
2025-01-16,sl-pf-etb,528040,Normal,86.86,84.99,94.95,200.0,
2025-01-16,sl-shf-etb,228821,Normal,64.65,60.0,82.25,300.0,
2025-01-16,sl-ss-box,565606,Normal,239.16,230.0,260.99,999.95,
2025-01-16,sl-st-box,283389,Normal,245.71,244.95,297.99,1248.0,
2025-01-16,sl-tf-box,536225,Normal,158.5,163.99,180.0,333.0,
2025-01-16,sv2-185,497557,Normal,0.18,0.01,0.25,5.74,
2025-01-16,sv2-185,497557,Reverse Holofoil,0.86,0.1,0.92,10.0,0.85
2025-01-16,sv2-254,497669,Holofoil,13.64,10.0,14.89,100.0,18.7
2025-01-16,sv2-269,497689,Holofoil,61.32,54.0,78.0,259.99,72.0
2025-01-16,sv3pt5-151,516566,Holofoil,7.85,4.75,8.66,29.99,13.49
2025-01-16,sv3pt5-199,517045,Holofoil,236.84,195.0,260.47,1000.0,
2025-01-16,sv3pt5-205,517051,Holofoil,14.15,11.0,14.25,100.0,15.0
2025-01-16,sv3pt5-4,502555,Normal,0.11,0.01,0.15,25.0,
2025-01-16,sv3pt5-4,502555,Reverse Holofoil,0.41,0.09,0.3,25.0,
2025-01-16,sv3pt5-6,502558,Holofoil,4.84,3.5,5.7,100.0,6.24
2025-01-16,sv3pt5-7,502548,Normal,0.09,0.01,0.15,4.99,
2025-01-16,sv3pt5-7,502548,Reverse Holofoil,0.25,0.08,0.25,15.0,
2025-01-16,sv4pt5-234,535090,Holofoil,187.56,179.99,200.49,374.99,
2025-01-16,sv4pt5-54,534416,Holofoil,2.38,1.25,2.55,34.99,3.49
2025-01-16,sv8-57,590025,Holofoil,7.24,6.11,8.0,100.0,
2025-01-16,sv8pt5-156,610511,Holofoil,,749.99,749.99,749.99,
2025-01-16,sv8pt5-179,610534,Holofoil,,499.99,499.99,499.99,
2025-01-16,sv8pt5-28,610383,Holofoil,,24.99,24.99,24.99,
2025-01-16,sv8pt5-47,610402,Normal,,0.5,0.5,0.99,
2025-01-16,sv8pt5-47,610402,Reverse Holofoil,,1.0,1.0,1.0,
2025-01-16,sv8pt5-59,610414,Holofoil,17.19,13.99,15.99,19.99,
2025-01-16,sv8pt5-59,610414,Reverse Holofoil,,13.99,25.0,39.99,
2025-01-16,svp-085,518861,Normal,267.0,250.0,327.0,750.0,334.79
2025-01-16,swsh11-186,284137,Holofoil,558.53,449.0,625.0,999.99,620.95
2025-01-16,swsh12-186,451834,Holofoil,270.54,239.44,320.0,599.99,312.44
2025-01-16,swsh12pt5gg-GG69,478100,Holofoil,204.98,210.0,249.99,325.0,240.69
2025-01-16,swsh35-25,223018,Normal,0.11,0.02,0.15,1.49,
2025-01-16,swsh35-25,223018,Reverse Holofoil,0.23,0.09,0.25,1.36,
2025-01-16,swsh35-74,223073,Holofoil,190.15,156.03,232.42,1500.0,234.85
2025-01-16,swsh45sv-SV107,232496,Holofoil,110.19,99.99,124.97,349.95,124.97
2025-01-16,swsh7-204,246693,Holofoil,28.4,23.91,34.98,70.0,23.91
2025-01-16,swsh7-205,246696,Holofoil,346.08,253.13,412.4,799.99,346.36
2025-01-16,swsh7-208,246755,Holofoil,25.81,19.0,25.99,69.99,20.22
2025-01-16,swsh7-209,246756,Holofoil,278.63,283.74,346.19,599.99,349.99
2025-01-16,swsh7-211,246702,Holofoil,39.94,35.0,42.5,99.99,48.22
2025-01-16,swsh7-212,246704,Holofoil,277.92,282.2,329.0,599.99,449.95
2025-01-16,swsh7-215,246723,Holofoil,1582.76,1499.94,1783.06,2000.0,1649.68
2025-01-16,swsh7-218,246733,Holofoil,556.1,595.0,699.99,850.0,689.67
2025-01-16,swsh7-41,246753,Holofoil,3.85,2.3,4.02,89.0,3.56
2025-01-16,swsh7-65,246690,Holofoil,9.38,4.8,9.59,500.0,12.44
2025-01-16,swsh7-75,246701,Holofoil,7.23,3.99,7.51,29.99,13.28
2025-01-16,swsh7-8,246691,Holofoil,4.54,2.31,4.66,24.99,4.51
2025-01-16,swsh8-271,253266,Holofoil,636.36,550.0,799.68,999.99,606.96
2025-01-16,swsh9-154,263873,Holofoil,187.41,165.0,223.39,1500.0,149.99
2025-01-17,base1-15,42355,Holofoil,120.14,72.94,125.7,300.0,
2025-01-17,base1-16,42356,Holofoil,39.62,22.73,33.0,64.99,13.97
2025-01-17,base1-2,42360,Holofoil,165.73,87.95,137.75,249.99,
2025-01-17,base1-4,42382,Holofoil,442.48,270.0,384.99,1249.99,
2025-01-17,base1-58,42402,Normal,3.15,0.5,2.19,9999.0,
2025-01-17,cel25c-4,250320,Holofoil,94.45,88.76,110.0,249.0,90.0
2025-01-17,gym2-2,83861,Unlimited Holofoil,289.41,289.6,349.5,550.0,
2025-01-17,neo1-9,86903,1st Edition Holofoil,780.96,999.99,2950.0,2953.99,
2025-01-17,neo1-9,86903,Unlimited Holofoil,349.06,344.97,375.36,1000.0,
2025-01-17,sl-151-bundle,502000,Normal,66.65,54.0,69.99,194.94,
2025-01-17,sl-151-etb,503313,Normal,170.44,160.0,199.98,4999.99,
2025-01-17,sl-151-upc,502005,Normal,243.47,269.38,300.0,694.94,
2025-01-17,sl-ar-box,265519,Normal,221.49,235.0,280.0,1999.99,
2025-01-17,sl-base-box,185731,Normal,,17000.0,17000.0,17000.0,
2025-01-17,sl-bs-box,256141,Normal,287.51,288.95,361.59,999.99,
2025-01-17,sl-cel-upc,245140,Normal,392.52,393.5,469.98,1000.0,
2025-01-17,sl-champ-etb,218791,Normal,104.17,94.0,120.0,399.99,
2025-01-17,sl-cz-etb,453470,Normal,92.44,81.94,106.98,1999.99,
2025-01-17,sl-evs-box,242436,Normal,1351.33,1494.95,1894.49,9999.99,
2025-01-17,sl-evs-etb,243721,Normal,407.46,444.99,499.99,989.89,
2025-01-17,sl-fs-box,247654,Normal,482.42,465.0,500.0,1299.99,
2025-01-17,sl-hf-etb,194729,Normal,224.52,215.0,249.0,499.99,
2025-01-17,sl-jp-151,565243,Normal,116.19,113.0,124.94,199.99,
2025-01-17,sl-jp-terastal,603428,Normal,93.16,90.0,99.0,170.0,
2025-01-17,sl-jt-box,610931,Normal,254.21,255.98,274.44,279.99,
2025-01-17,sl-lo-box,277324,Normal,387.83,360.0,429.88,1299.99,
2025-01-17,sl-neo-box,193334,Normal,,39999.99,39999.99,39999.99,
2025-01-17,sl-obf-box,501257,Normal,174.93,164.99,199.96,999.99,
2025-01-17,sl-pe-etb,593355,Normal,129.26,119.96,139.99,333.0,
2025-01-17,sl-pf-etb,528040,Normal,87.6,80.0,94.94,200.0,
2025-01-17,sl-shf-etb,228821,Normal,64.69,60.0,80.0,300.0,
2025-01-17,sl-ss-box,565606,Normal,240.74,239.99,269.99,999.95,
2025-01-17,sl-st-box,283389,Normal,246.09,242.69,285.0,1248.0,
2025-01-17,sl-tf-box,536225,Normal,159.93,144.99,178.96,333.0,
2025-01-17,sv2-185,497557,Normal,0.18,0.01,0.25,5.74,
2025-01-17,sv2-185,497557,Reverse Holofoil,1.26,0.09,0.95,10.0,2.49
2025-01-17,sv2-254,497669,Holofoil,14.31,10.0,14.56,100.0,18.99
2025-01-17,sv2-269,497689,Holofoil,60.86,54.0,74.64,259.99,72.0
2025-01-17,sv3pt5-151,516566,Holofoil,8.46,4.75,8.67,29.99,14.92
2025-01-17,sv3pt5-199,517045,Holofoil,239.08,195.0,250.0,1300.0,252.9
2025-01-17,sv3pt5-205,517051,Holofoil,15.01,10.0,14.5,100.0,15.0
2025-01-17,sv3pt5-4,502555,Normal,0.11,0.01,0.15,25.0,0.11
2025-01-17,sv3pt5-4,502555,Reverse Holofoil,0.32,0.1,0.3,25.0,
2025-01-17,sv3pt5-6,502558,Holofoil,5.49,3.5,5.7,100.0,5.08
2025-01-17,sv3pt5-7,502548,Normal,0.11,0.01,0.15,4.99,
2025-01-17,sv3pt5-7,502548,Reverse Holofoil,0.24,0.08,0.25,1349.57,
2025-01-17,sv4pt5-234,535090,Holofoil,188.16,179.99,206.99,400.0,
2025-01-17,sv4pt5-54,534416,Holofoil,2.2,1.0,2.52,34.99,2.74
2025-01-17,sv8-57,590025,Holofoil,6.98,5.5,7.98,100.0,6.91
2025-01-17,sv8pt5-149,610504,Holofoil,,450.0,499.99,999.99,425.0
2025-01-17,sv8pt5-156,610511,Holofoil,708.7,720.0,735.0,749.99,
2025-01-17,sv8pt5-161,610516,Holofoil,1600.0,1700.0,1850.5,2000.99,
2025-01-17,sv8pt5-167,610522,Holofoil,116.25,275.0,287.5,299.99,
2025-01-17,sv8pt5-179,610534,Holofoil,325.0,235.0,294.36,325.0,
2025-01-17,sv8pt5-28,610383,Holofoil,11.36,4.39,8.0,25.0,4.48
2025-01-17,sv8pt5-47,610402,Normal,0.14,0.09,0.25,0.99,0.14
2025-01-17,sv8pt5-47,610402,Reverse Holofoil,0.39,0.34,0.45,1.0,0.29
2025-01-17,sv8pt5-59,610414,Holofoil,1.07,0.75,5.0,30.0,1.95
2025-01-17,sv8pt5-59,610414,Reverse Holofoil,7.66,3.0,7.15,39.99,2.74
2025-01-17,sv8pt5-60,610415,Holofoil,14.69,15.0,19.99,100.0,
2025-01-17,svp-085,518861,Normal,269.4,298.72,333.99,750.0,334.77
2025-01-17,swsh11-186,284137,Holofoil,558.53,449.0,620.95,999.99,620.95
2025-01-17,swsh12-186,451834,Holofoil,272.58,239.44,327.05,599.99,334.99
2025-01-17,swsh12pt5gg-GG69,478100,Holofoil,205.7,189.99,244.97,325.0,240.69
2025-01-17,swsh35-25,223018,Normal,0.11,0.02,0.15,1.49,
2025-01-17,swsh35-25,223018,Reverse Holofoil,0.23,0.09,0.25,1.36,
2025-01-17,swsh35-74,223073,Holofoil,190.47,156.03,237.69,1500.0,237.93
2025-01-17,swsh45sv-SV107,232496,Holofoil,109.83,102.16,124.97,349.95,124.96
2025-01-17,swsh7-204,246693,Holofoil,28.4,20.0,34.94,70.0,23.91
2025-01-17,swsh7-205,246696,Holofoil,346.08,253.13,403.65,799.99,346.36
2025-01-17,swsh7-208,246755,Holofoil,25.81,19.0,25.97,69.99,20.22
2025-01-17,swsh7-209,246756,Holofoil,279.9,283.74,349.94,599.99,349.99
2025-01-17,swsh7-211,246702,Holofoil,39.94,33.99,42.0,99.99,48.22
2025-01-17,swsh7-212,246704,Holofoil,277.92,282.2,325.0,599.99,
2025-01-17,swsh7-215,246723,Holofoil,1582.76,1499.94,1896.12,2249.99,1648.98
2025-01-17,swsh7-218,246733,Holofoil,563.69,595.0,711.46,850.0,691.0
2025-01-17,swsh7-41,246753,Holofoil,3.71,2.3,4.0,89.0,4.11
2025-01-17,swsh7-65,246690,Holofoil,8.96,4.8,9.2,500.0,16.79
2025-01-17,swsh7-75,246701,Holofoil,7.66,3.99,7.25,29.99,14.16
2025-01-17,swsh7-8,246691,Holofoil,4.26,2.31,4.59,24.99,3.02
2025-01-17,swsh8-271,253266,Holofoil,644.81,799.68,854.99,999.99,1499.98
2025-01-17,swsh9-154,263873,Holofoil,187.41,165.0,224.95,1500.0,149.99
2025-01-18,base1-15,42355,Holofoil,120.14,72.0,125.7,300.0,
2025-01-18,base1-16,42356,Holofoil,39.62,22.73,33.17,64.99,
2025-01-18,base1-2,42360,Holofoil,166.03,87.95,143.99,249.99,
2025-01-18,base1-4,42382,Holofoil,442.48,270.0,409.99,1249.99,
2025-01-18,base1-58,42402,Normal,3.2,0.5,2.19,9999.0,
2025-01-18,cel25c-4,250320,Holofoil,94.22,69.0,108.97,249.0,106.0
2025-01-18,gym2-2,83861,Unlimited Holofoil,289.41,289.6,349.5,550.0,
2025-01-18,neo1-9,86903,1st Edition Holofoil,780.96,999.99,2950.0,2953.99,
2025-01-18,neo1-9,86903,Unlimited Holofoil,349.06,344.97,375.36,1000.0,
2025-01-18,sl-151-bundle,502000,Normal,67.66,61.0,70.0,194.94,
2025-01-18,sl-151-etb,503313,Normal,170.42,160.0,185.0,4999.99,
2025-01-18,sl-151-upc,502005,Normal,268.12,269.38,300.0,694.94,
2025-01-18,sl-ar-box,265519,Normal,223.37,235.0,280.0,1999.99,
2025-01-18,sl-base-box,185731,Normal,,17000.0,17000.0,17000.0,
2025-01-18,sl-bs-box,256141,Normal,287.51,279.99,374.95,999.99,
2025-01-18,sl-cel-upc,245140,Normal,392.52,387.99,469.98,1000.0,
2025-01-18,sl-champ-etb,218791,Normal,104.34,105.0,124.95,399.99,
2025-01-18,sl-cz-etb,453470,Normal,93.72,82.99,103.49,1999.99,
2025-01-18,sl-evs-box,242436,Normal,1325.33,1477.97,1989.5,9999.99,
2025-01-18,sl-evs-etb,243721,Normal,411.16,444.0,499.99,989.89,
2025-01-18,sl-fs-box,247654,Normal,481.1,464.97,500.0,1299.99,
2025-01-18,sl-hf-etb,194729,Normal,223.97,215.0,249.95,499.99,
2025-01-18,sl-jp-151,565243,Normal,116.69,115.0,125.0,199.99,
2025-01-18,sl-jp-terastal,603428,Normal,93.54,91.99,99.97,170.0,
2025-01-18,sl-jt-box,610931,Normal,231.27,214.9,257.26,279.99,
2025-01-18,sl-lo-box,277324,Normal,386.83,360.0,436.44,1299.99,
2025-01-18,sl-neo-box,193334,Normal,,39999.99,39999.99,39999.99,
2025-01-18,sl-obf-box,501257,Normal,176.29,164.99,199.96,999.99,
2025-01-18,sl-pe-etb,593355,Normal,118.76,107.0,132.18,333.0,
2025-01-18,sl-pf-etb,528040,Normal,87.37,80.0,94.95,200.0,
2025-01-18,sl-shf-etb,228821,Normal,66.37,63.96,80.0,300.0,
2025-01-18,sl-ss-box,565606,Normal,244.03,235.0,269.89,999.95,
2025-01-18,sl-st-box,283389,Normal,243.89,240.0,297.99,1248.0,
2025-01-18,sl-tf-box,536225,Normal,159.93,163.0,180.0,333.0,
2025-01-18,sv2-185,497557,Normal,0.16,0.01,0.25,5.74,2.49
2025-01-18,sv2-185,497557,Reverse Holofoil,1.49,0.09,0.99,10.0,2.49
2025-01-18,sv2-254,497669,Holofoil,14.35,10.0,14.82,100.0,18.99
2025-01-18,sv2-269,497689,Holofoil,60.14,59.0,73.73,259.99,72.0
2025-01-18,sv3pt5-151,516566,Holofoil,8.5,4.75,8.5,29.99,8.87
2025-01-18,sv3pt5-199,517045,Holofoil,239.36,195.0,249.0,1300.0,
2025-01-18,sv3pt5-205,517051,Holofoil,14.5,10.0,14.35,100.0,21.49
2025-01-18,sv3pt5-4,502555,Normal,0.12,0.01,0.15,25.0,
2025-01-18,sv3pt5-4,502555,Reverse Holofoil,0.25,0.1,0.3,25.0,
2025-01-18,sv3pt5-6,502558,Holofoil,5.24,3.5,5.7,100.0,6.15
2025-01-18,sv3pt5-7,502548,Normal,0.11,0.01,0.15,4.99,
2025-01-18,sv3pt5-7,502548,Reverse Holofoil,0.26,0.08,0.25,15.0,
2025-01-18,sv4pt5-234,535090,Holofoil,191.18,179.99,203.5,400.0,
2025-01-18,sv4pt5-54,534416,Holofoil,2.31,1.0,2.51,34.99,3.59
2025-01-18,sv8-57,590025,Holofoil,7.28,5.57,7.99,100.0,
2025-01-18,sv8pt5-149,610504,Holofoil,368.5,340.0,360.0,999.99,
2025-01-18,sv8pt5-155,610510,Holofoil,310.0,350.0,392.5,599.99,
2025-01-18,sv8pt5-156,610511,Holofoil,738.05,549.0,650.0,745.43,739.95
2025-01-18,sv8pt5-161,610516,Holofoil,1618.75,1550.0,1737.0,1900.0,
2025-01-18,sv8pt5-167,610522,Holofoil,218.83,215.0,275.0,319.99,
2025-01-18,sv8pt5-179,610534,Holofoil,172.32,147.95,175.0,400.0,
2025-01-18,sv8pt5-28,610383,Holofoil,1.98,1.5,3.0,25.0,
2025-01-18,sv8pt5-47,610402,Normal,0.11,0.04,0.12,1.29,0.1
2025-01-18,sv8pt5-47,610402,Reverse Holofoil,0.29,0.1,0.32,1.46,0.2
2025-01-18,sv8pt5-59,610414,Holofoil,0.67,0.23,0.99,19.99,
2025-01-18,sv8pt5-59,610414,Reverse Holofoil,2.01,1.11,3.62,39.99,5.69
2025-01-18,sv8pt5-60,610415,Holofoil,8.72,8.0,13.99,79.99,
2025-01-18,svp-085,518861,Normal,273.87,280.0,315.0,750.0,334.77
2025-01-18,swsh11-186,284137,Holofoil,563.05,449.0,602.5,999.99,620.95
2025-01-18,swsh12-186,451834,Holofoil,274.51,239.44,332.47,599.99,334.95
2025-01-18,swsh12pt5gg-GG69,478100,Holofoil,212.99,179.99,249.5,325.0,240.69
