date,asset_id,product_id,subtype,market,low,mid,high,direct_low
2025-01-18,swsh35-25,223018,Normal,0.11,0.02,0.15,1.49,
2025-01-18,swsh35-25,223018,Reverse Holofoil,0.24,0.09,0.25,1.36,
2025-01-18,swsh35-74,223073,Holofoil,194.44,156.03,238.09,1500.0,243.09
2025-01-18,swsh45sv-SV107,232496,Holofoil,109.42,102.16,124.95,349.95,124.94
2025-01-18,swsh7-204,246693,Holofoil,28.4,23.13,34.99,70.0,29.0
2025-01-18,swsh7-205,246696,Holofoil,348.29,346.36,420.0,799.99,346.36
2025-01-18,swsh7-208,246755,Holofoil,26.35,19.0,25.81,69.99,20.22
2025-01-18,swsh7-209,246756,Holofoil,282.04,283.74,349.99,599.99,349.99
2025-01-18,swsh7-211,246702,Holofoil,40.14,33.99,42.0,99.99,48.98
2025-01-18,swsh7-212,246704,Holofoil,278.72,275.0,312.5,599.99,
2025-01-18,swsh7-215,246723,Holofoil,1631.02,1452.52,1841.18,2500.0,1648.98
2025-01-18,swsh7-218,246733,Holofoil,569.93,595.0,699.99,850.0,691.0
2025-01-18,swsh7-41,246753,Holofoil,3.93,2.3,4.0,89.0,4.11
2025-01-18,swsh7-65,246690,Holofoil,9.14,4.8,9.14,500.0,16.79
2025-01-18,swsh7-75,246701,Holofoil,7.53,3.99,7.5,50.0,14.48
2025-01-18,swsh7-8,246691,Holofoil,4.24,2.31,4.63,50.0,5.07
2025-01-18,swsh8-271,253266,Holofoil,644.81,827.0,999.47,1499.99,1499.98
2025-01-18,swsh9-154,263873,Holofoil,190.03,165.0,230.0,1500.0,149.99
2025-01-19,base1-15,42355,Holofoil,120.14,64.95,123.16,300.0,
2025-01-19,base1-16,42356,Holofoil,39.62,22.72,32.25,64.99,
2025-01-19,base1-2,42360,Holofoil,166.03,87.95,144.8,249.99,
2025-01-19,base1-4,42382,Holofoil,442.48,270.0,419.99,1249.99,
2025-01-19,base1-58,42402,Normal,3.05,0.5,2.23,9999.0,
2025-01-19,cel25c-4,250320,Holofoil,91.22,69.0,109.99,249.0,106.0
2025-01-19,gym2-2,83861,Unlimited Holofoil,289.41,289.6,349.5,550.0,
2025-01-19,neo1-9,86903,1st Edition Holofoil,780.96,999.99,2950.0,2953.99,
2025-01-19,neo1-9,86903,Unlimited Holofoil,349.06,207.91,375.18,1000.0,
2025-01-19,sl-151-bundle,502000,Normal,66.17,53.0,70.0,194.94,
2025-01-19,sl-151-etb,503313,Normal,170.75,160.0,198.0,4999.99,
2025-01-19,sl-151-upc,502005,Normal,272.81,275.0,300.0,694.94,
2025-01-19,sl-ar-box,265519,Normal,223.37,235.0,280.0,1999.99,
2025-01-19,sl-base-box,185731,Normal,,17000.0,17000.0,17000.0,
2025-01-19,sl-bs-box,256141,Normal,289.87,284.99,368.27,999.99,
2025-01-19,sl-cel-upc,245140,Normal,392.93,393.5,475.0,1000.0,
2025-01-19,sl-champ-etb,218791,Normal,105.13,105.0,126.97,399.99,
2025-01-19,sl-cz-etb,453470,Normal,94.4,90.0,108.99,1999.99,
2025-01-19,sl-evs-box,242436,Normal,1351.33,1474.99,1989.5,9999.99,
2025-01-19,sl-evs-etb,243721,Normal,411.16,444.0,499.99,989.89,
2025-01-19,sl-fs-box,247654,Normal,479.8,462.0,500.0,1299.99,
2025-01-19,sl-hf-etb,194729,Normal,223.49,224.7,249.98,499.99,
2025-01-19,sl-jp-151,565243,Normal,115.51,115.0,125.0,199.99,
2025-01-19,sl-jp-terastal,603428,Normal,95.29,92.99,99.48,170.0,
2025-01-19,sl-jt-box,610931,Normal,212.24,211.0,231.2,279.99,
2025-01-19,sl-lo-box,277324,Normal,385.23,360.0,443.0,1299.99,
2025-01-19,sl-obf-box,501257,Normal,167.93,169.0,199.99,999.99,
2025-01-19,sl-pe-etb,593355,Normal,119.1,114.99,134.99,333.0,
2025-01-19,sl-pf-etb,528040,Normal,88.39,80.0,94.95,200.0,
2025-01-19,sl-shf-etb,228821,Normal,66.82,63.96,79.99,300.0,
2025-01-19,sl-ss-box,565606,Normal,245.7,239.99,269.99,999.95,
2025-01-19,sl-st-box,283389,Normal,243.89,240.0,285.0,1248.0,
2025-01-19,sl-tf-box,536225,Normal,159.64,163.0,180.0,333.0,
2025-01-19,sv2-185,497557,Normal,0.18,0.01,0.25,5.74,
2025-01-19,sv2-185,497557,Reverse Holofoil,1.57,0.09,0.99,10.0,
2025-01-19,sv2-254,497669,Holofoil,15.09,10.0,15.0,100.0,18.98
2025-01-19,sv2-269,497689,Holofoil,59.55,57.0,72.8,259.99,71.89
2025-01-19,sv3pt5-151,516566,Holofoil,9.39,4.75,8.42,29.99,13.0
2025-01-19,sv3pt5-199,517045,Holofoil,237.94,211.0,254.21,1300.0,
2025-01-19,sv3pt5-205,517051,Holofoil,14.37,10.0,14.67,100.0,21.48
2025-01-19,sv3pt5-4,502555,Normal,0.12,0.01,0.15,25.0,
2025-01-19,sv3pt5-4,502555,Reverse Holofoil,0.25,0.1,0.28,25.0,
2025-01-19,sv3pt5-6,502558,Holofoil,6.07,0.26,5.72,100.0,8.69
2025-01-19,sv3pt5-7,502548,Normal,0.12,0.01,0.15,4.99,
2025-01-19,sv3pt5-7,502548,Reverse Holofoil,0.22,0.08,0.25,15.0,
2025-01-19,sv4pt5-234,535090,Holofoil,194.33,179.99,219.08,400.0,
2025-01-19,sv4pt5-54,534416,Holofoil,2.51,1.0,2.52,34.99,3.59
2025-01-19,sv8-57,590025,Holofoil,6.89,6.11,8.0,100.0,
2025-01-19,sv8pt5-149,610504,Holofoil,328.8,309.77,372.5,999.99,
2025-01-19,sv8pt5-155,610510,Holofoil,322.48,319.0,350.0,599.99,
2025-01-19,sv8pt5-156,610511,Holofoil,657.7,549.0,698.95,750.0,
2025-01-19,sv8pt5-161,610516,Holofoil,1518.75,1550.0,1674.5,1999.99,
2025-01-19,sv8pt5-167,610522,Holofoil,223.77,215.0,275.0,350.0,
2025-01-19,sv8pt5-179,610534,Holofoil,154.62,107.99,159.99,325.0,
2025-01-19,sv8pt5-28,610383,Holofoil,2.01,1.49,3.0,25.0,
2025-01-19,sv8pt5-47,610402,Normal,0.1,0.01,0.1,0.99,0.1
2025-01-19,sv8pt5-47,610402,Reverse Holofoil,0.25,0.1,0.29,1.0,0.28
2025-01-19,sv8pt5-59,610414,Holofoil,0.43,0.01,0.82,19.99,
2025-01-19,sv8pt5-59,610414,Reverse Holofoil,1.6,0.75,2.24,39.99,3.0
2025-01-19,sv8pt5-60,610415,Holofoil,12.21,10.0,15.0,79.99,
2025-01-19,svp-085,518861,Normal,277.83,287.99,334.38,750.0,334.76
2025-01-19,swsh11-186,284137,Holofoil,585.77,448.99,569.81,999.99,
2025-01-19,swsh12-186,451834,Holofoil,274.73,239.44,333.0,599.99,333.0
2025-01-19,swsh12pt5gg-GG69,478100,Holofoil,211.46,179.99,244.97,325.0,253.72
2025-01-19,swsh35-25,223018,Normal,0.11,0.02,0.15,1.49,
2025-01-19,swsh35-25,223018,Reverse Holofoil,0.24,0.09,0.25,1.33,
2025-01-19,swsh35-74,223073,Holofoil,194.44,156.03,243.05,1500.0,245.0
2025-01-19,swsh45sv-SV107,232496,Holofoil,110.38,102.16,124.95,349.95,124.94
2025-01-19,swsh7-204,246693,Holofoil,28.48,23.13,34.99,70.0,29.0
2025-01-19,swsh7-205,246696,Holofoil,350.81,346.36,435.0,799.99,420.0
2025-01-19,swsh7-208,246755,Holofoil,26.38,19.0,25.88,69.99,20.22
2025-01-19,swsh7-209,246756,Holofoil,283.64,299.98,351.95,599.99,429.59
2025-01-19,swsh7-211,246702,Holofoil,40.19,35.0,42.0,99.99,48.98
2025-01-19,swsh7-212,246704,Holofoil,281.98,275.0,333.0,599.99,
2025-01-19,swsh7-215,246723,Holofoil,1634.42,1452.51,1800.0,2249.99,1648.99
2025-01-19,swsh7-218,246733,Holofoil,569.93,595.0,740.91,999.0,691.0
2025-01-19,swsh7-41,246753,Holofoil,3.89,2.3,4.0,89.0,6.44
2025-01-19,swsh7-65,246690,Holofoil,7.98,5.19,8.98,500.0,12.44
2025-01-19,swsh7-75,246701,Holofoil,7.59,3.99,7.58,50.0,14.49
2025-01-19,swsh7-8,246691,Holofoil,4.25,2.31,4.58,50.0,5.08
2025-01-19,swsh8-271,253266,Holofoil,657.73,827.0,1099.99,1499.99,1299.0
2025-01-19,swsh9-154,263873,Holofoil,192.53,165.0,236.76,1500.0,149.99
2025-01-20,base1-15,42355,Holofoil,117.69,64.95,123.16,300.0,
2025-01-20,base1-16,42356,Holofoil,39.78,18.47,31.18,64.99,
2025-01-20,base1-2,42360,Holofoil,169.73,87.95,142.78,226.69,
2025-01-20,base1-4,42382,Holofoil,442.48,270.0,409.99,1249.99,
2025-01-20,base1-58,42402,Normal,2.93,0.5,2.19,9999.0,
2025-01-20,cel25c-4,250320,Holofoil,90.14,69.0,109.57,249.0,109.57
2025-01-20,gym2-2,83861,Unlimited Holofoil,289.41,289.6,349.5,550.0,
2025-01-20,neo1-9,86903,1st Edition Holofoil,780.96,999.99,2950.0,2953.99,
2025-01-20,neo1-9,86903,Unlimited Holofoil,349.06,344.97,367.49,1000.0,
2025-01-20,sl-151-bundle,502000,Normal,67.34,61.99,70.0,200.0,
2025-01-20,sl-151-etb,503313,Normal,169.22,150.0,199.98,4999.99,
2025-01-20,sl-151-upc,502005,Normal,272.09,267.38,300.0,694.94,
2025-01-20,sl-ar-box,265519,Normal,224.77,224.77,280.0,1999.99,
2025-01-20,sl-base-box,185731,Normal,,17000.0,17000.0,17000.0,
2025-01-20,sl-bs-box,256141,Normal,289.87,284.95,361.59,999.99,
2025-01-20,sl-cel-upc,245140,Normal,393.91,387.88,482.48,1000.0,
2025-01-20,sl-champ-etb,218791,Normal,105.13,105.0,122.48,399.99,
2025-01-20,sl-cz-etb,453470,Normal,92.89,90.0,108.99,1999.99,
2025-01-20,sl-evs-box,242436,Normal,1351.33,1474.99,1894.49,9999.99,
2025-01-20,sl-evs-etb,243721,Normal,411.16,444.0,499.99,989.89,
2025-01-20,sl-fs-box,247654,Normal,479.48,450.0,500.0,1000.0,
2025-01-20,sl-hf-etb,194729,Normal,223.5,224.7,250.0,499.99,
2025-01-20,sl-jp-151,565243,Normal,116.53,113.23,126.0,199.99,
2025-01-20,sl-jp-terastal,603428,Normal,94.15,91.98,98.0,170.0,
2025-01-20,sl-jt-box,610931,Normal,210.24,209.3,211.65,279.99,
2025-01-20,sl-lo-box,277324,Normal,386.51,355.0,422.46,1299.99,
2025-01-20,sl-obf-box,501257,Normal,165.49,168.94,199.99,999.99,
2025-01-20,sl-pe-etb,593355,Normal,122.22,115.0,135.0,395.0,
2025-01-20,sl-pf-etb,528040,Normal,89.38,79.0,95.0,200.0,
2025-01-20,sl-shf-etb,228821,Normal,68.34,63.96,79.99,300.0,
2025-01-20,sl-ss-box,565606,Normal,246.44,244.0,270.0,999.95,
2025-01-20,sl-st-box,283389,Normal,243.56,240.0,280.0,1248.0,
2025-01-20,sl-tf-box,536225,Normal,159.44,160.69,180.0,333.0,
2025-01-20,sv2-185,497557,Normal,0.18,0.01,0.25,5.74,
2025-01-20,sv2-185,497557,Reverse Holofoil,1.04,0.1,1.0,10.0,
2025-01-20,sv2-254,497669,Holofoil,14.67,10.0,15.09,100.0,18.98
2025-01-20,sv2-269,497689,Holofoil,60.17,58.93,73.73,259.99,71.89
2025-01-20,sv3pt5-151,516566,Holofoil,9.3,4.75,8.67,29.99,14.89
2025-01-20,sv3pt5-199,517045,Holofoil,235.56,200.0,256.88,1300.0,
2025-01-20,sv3pt5-205,517051,Holofoil,14.23,10.0,14.61,100.0,13.43
2025-01-20,sv3pt5-4,502555,Normal,0.12,0.01,0.15,2.37,
2025-01-20,sv3pt5-4,502555,Reverse Holofoil,0.23,0.1,0.27,25.0,
2025-01-20,sv3pt5-6,502558,Holofoil,5.09,3.5,5.87,26.0,9.97
2025-01-20,sv3pt5-7,502548,Normal,0.15,0.02,0.15,4.99,
2025-01-20,sv3pt5-7,502548,Reverse Holofoil,0.27,0.08,0.25,15.0,
2025-01-20,sv4pt5-234,535090,Holofoil,197.06,191.17,229.99,400.0,299.99
2025-01-20,sv4pt5-54,534416,Holofoil,2.45,1.0,2.67,34.99,3.59
2025-01-20,sv8-57,590025,Holofoil,6.62,5.51,8.0,29.99,
2025-01-20,sv8pt5-149,610504,Holofoil,321.53,305.0,395.0,999.99,
2025-01-20,sv8pt5-155,610510,Holofoil,327.77,340.0,350.0,599.99,
2025-01-20,sv8pt5-156,610511,Holofoil,583.62,449.0,650.0,750.0,
2025-01-20,sv8pt5-161,610516,Holofoil,1556.7,1739.0,1749.5,1750.99,
2025-01-20,sv8pt5-167,610522,Holofoil,228.59,249.99,274.99,350.0,
2025-01-20,sv8pt5-179,610534,Holofoil,136.96,130.0,167.5,325.0,
2025-01-20,sv8pt5-28,610383,Holofoil,2.19,1.49,2.82,19.97,
2025-01-20,sv8pt5-47,610402,Normal,0.07,0.01,0.1,0.99,0.06
2025-01-20,sv8pt5-47,610402,Reverse Holofoil,0.25,0.09,0.25,1.0,0.19
2025-01-20,sv8pt5-59,610414,Holofoil,0.36,0.13,0.75,19.99,
2025-01-20,sv8pt5-59,610414,Reverse Holofoil,1.75,0.49,2.0,39.99,
2025-01-20,sv8pt5-60,610415,Holofoil,19.82,17.0,37.75,79.99,
2025-01-20,svp-085,518861,Normal,276.11,294.99,327.0,750.0,334.76
2025-01-20,swsh11-186,284137,Holofoil,585.77,449.0,587.42,999.99,
2025-01-20,swsh12-186,451834,Holofoil,276.7,239.44,324.1,599.99,269.97
2025-01-20,swsh12pt5gg-GG69,478100,Holofoil,211.98,179.99,240.72,325.0,253.72
2025-01-20,swsh35-25,223018,Normal,0.11,0.02,0.15,1.49,
2025-01-20,swsh35-25,223018,Reverse Holofoil,0.23,0.09,0.25,1.33,
2025-01-20,swsh35-74,223073,Holofoil,194.44,156.03,243.54,1500.0,243.08
2025-01-20,swsh45sv-SV107,232496,Holofoil,111.09,102.16,121.5,349.95,124.89
2025-01-20,swsh7-204,246693,Holofoil,28.68,23.16,34.99,70.0,29.0
2025-01-20,swsh7-205,246696,Holofoil,353.97,372.0,450.0,799.99,420.0
2025-01-20,swsh7-208,246755,Holofoil,26.38,19.0,27.19,69.99,31.99
2025-01-20,swsh7-209,246756,Holofoil,284.04,299.98,362.51,599.99,428.32
2025-01-20,swsh7-211,246702,Holofoil,40.1,34.99,40.98,99.99,48.98
2025-01-20,swsh7-212,246704,Holofoil,283.88,282.2,402.49,599.99,599.99
2025-01-20,swsh7-215,246723,Holofoil,1646.66,1452.51,1735.2,2199.99,1648.98
2025-01-20,swsh7-218,246733,Holofoil,569.93,595.0,740.91,999.0,691.0
2025-01-20,swsh7-41,246753,Holofoil,3.91,2.3,4.06,89.0,6.44
2025-01-20,swsh7-65,246690,Holofoil,8.35,5.19,8.99,500.0,12.44
2025-01-20,swsh7-75,246701,Holofoil,6.73,3.99,7.61,50.0,14.48
2025-01-20,swsh7-8,246691,Holofoil,4.21,2.31,4.63,50.0,5.28
2025-01-20,swsh8-271,253266,Holofoil,657.73,820.0,999.99,1499.97,1298.99
2025-01-20,swsh9-154,263873,Holofoil,192.53,165.0,232.01,1500.0,149.99
2025-01-21,base1-15,42355,Holofoil,116.69,64.9,123.57,300.0,
2025-01-21,base1-16,42356,Holofoil,39.46,19.75,32.63,64.99,30.99
2025-01-21,base1-2,42360,Holofoil,168.76,87.95,137.89,226.69,
2025-01-21,base1-4,42382,Holofoil,442.48,270.0,399.99,1249.99,
2025-01-21,base1-58,42402,Normal,3.02,0.5,2.19,9999.0,1.69
2025-01-21,cel25c-4,250320,Holofoil,88.56,80.5,110.0,249.0,109.99
2025-01-21,gym2-2,83861,Unlimited Holofoil,289.41,289.6,349.5,550.0,
2025-01-21,neo1-9,86903,1st Edition Holofoil,780.96,999.99,2950.0,2953.99,
2025-01-21,neo1-9,86903,Unlimited Holofoil,349.06,344.97,367.49,1000.0,
2025-01-21,sl-151-bundle,502000,Normal,65.5,60.0,70.0,200.0,
2025-01-21,sl-151-etb,503313,Normal,166.36,150.0,191.5,4999.99,
2025-01-21,sl-151-upc,502005,Normal,271.36,259.0,300.0,694.94,
2025-01-21,sl-ar-box,265519,Normal,226.45,224.77,289.98,1999.99,
2025-01-21,sl-base-box,185731,Normal,,17000.0,17000.0,17000.0,
2025-01-21,sl-bs-box,256141,Normal,290.41,282.95,350.0,999.99,
2025-01-21,sl-cel-upc,245140,Normal,394.11,387.88,472.49,1000.0,
2025-01-21,sl-champ-etb,218791,Normal,105.63,105.0,125.99,399.99,
2025-01-21,sl-cz-etb,453470,Normal,95.07,90.0,115.0,1999.99,
2025-01-21,sl-evs-box,242436,Normal,1351.33,1337.82,1799.98,9999.99,
2025-01-21,sl-evs-etb,243721,Normal,417.84,444.0,500.0,989.89,
2025-01-21,sl-fs-box,247654,Normal,479.08,450.0,497.97,1000.0,
2025-01-21,sl-hf-etb,194729,Normal,223.22,224.7,250.0,499.99,
2025-01-21,sl-jp-151,565243,Normal,116.97,113.23,127.48,199.99,
2025-01-21,sl-jp-terastal,603428,Normal,94.8,89.99,96.93,170.0,
2025-01-21,sl-jt-box,610931,Normal,206.52,206.18,209.2,279.99,
2025-01-21,sl-lo-box,277324,Normal,382.31,355.0,419.97,1299.99,
2025-01-21,sl-obf-box,501257,Normal,166.59,161.64,199.98,999.99,
2025-01-21,sl-pe-etb,593355,Normal,119.99,114.99,130.0,395.0,
2025-01-21,sl-pf-etb,528040,Normal,89.97,85.0,95.0,200.0,
2025-01-21,sl-shf-etb,228821,Normal,68.34,63.96,78.97,300.0,
2025-01-21,sl-ss-box,565606,Normal,247.89,244.0,269.99,999.95,
2025-01-21,sl-st-box,283389,Normal,242.38,225.56,275.0,1248.0,
2025-01-21,sl-tf-box,536225,Normal,159.64,155.0,178.96,333.0,
2025-01-21,sv2-185,497557,Normal,0.22,0.01,0.25,5.74,
2025-01-21,sv2-185,497557,Reverse Holofoil,1.01,0.1,1.0,10.0,
2025-01-21,sv2-254,497669,Holofoil,14.58,10.0,15.08,100.0,18.98
2025-01-21,sv2-269,497689,Holofoil,61.75,59.99,74.26,259.99,71.88
2025-01-21,sv3pt5-151,516566,Holofoil,8.3,4.75,8.61,29.99,14.88
2025-01-21,sv3pt5-199,517045,Holofoil,234.29,211.0,249.0,1300.0,259.52
2025-01-21,sv3pt5-205,517051,Holofoil,14.1,10.0,14.64,100.0,21.99
2025-01-21,sv3pt5-4,502555,Normal,0.12,0.01,0.15,2.37,0.07
2025-01-21,sv3pt5-4,502555,Reverse Holofoil,0.23,0.1,0.27,25.0,
2025-01-21,sv3pt5-6,502558,Holofoil,5.17,4.0,5.7,26.0,9.97
2025-01-21,sv3pt5-7,502548,Normal,0.11,0.02,0.15,4.99,0.09
2025-01-21,sv3pt5-7,502548,Reverse Holofoil,0.24,0.08,0.25,15.0,
2025-01-21,sv4pt5-234,535090,Holofoil,195.74,195.0,229.99,400.0,249.99
2025-01-21,sv4pt5-54,534416,Holofoil,2.57,1.0,2.57,34.99,3.32
2025-01-21,sv8-57,590025,Holofoil,6.87,5.24,7.81,29.99,6.9
2025-01-21,sv8pt5-149,610504,Holofoil,301.7,302.88,318.02,999.99,
2025-01-21,sv8pt5-155,610510,Holofoil,329.78,340.0,379.0,599.99,
2025-01-21,sv8pt5-156,610511,Holofoil,583.62,525.0,612.81,750.0,
2025-01-21,sv8pt5-161,610516,Holofoil,1550.87,1600.0,1750.0,1999.0,
2025-01-21,sv8pt5-167,610522,Holofoil,228.78,215.59,268.99,350.0,
2025-01-21,sv8pt5-179,610534,Holofoil,135.46,130.37,162.0,325.0,
2025-01-21,sv8pt5-28,610383,Holofoil,2.23,1.5,2.99,19.97,
2025-01-21,sv8pt5-47,610402,Normal,0.08,0.01,0.1,0.99,0.06
2025-01-21,sv8pt5-47,610402,Reverse Holofoil,0.24,0.09,0.25,1.0,0.18
2025-01-21,sv8pt5-59,610414,Holofoil,0.64,0.11,0.73,19.99,
2025-01-21,sv8pt5-59,610414,Reverse Holofoil,1.57,0.31,1.95,39.99,
2025-01-21,sv8pt5-60,610415,Holofoil,17.02,16.28,20.0,79.99,
2025-01-21,svp-085,518861,Normal,277.71,284.99,315.0,750.0,334.7
2025-01-21,swsh11-186,284137,Holofoil,583.33,485.0,607.5,999.99,700.0
2025-01-21,swsh12-186,451834,Holofoil,278.5,239.43,327.05,599.99,239.43
2025-01-21,swsh12pt5gg-GG69,478100,Holofoil,209.8,201.96,247.48,325.0,249.98
2025-01-21,swsh35-25,223018,Normal,0.12,0.02,0.15,1.49,
2025-01-21,swsh35-25,223018,Reverse Holofoil,0.24,0.09,0.25,1.33,
2025-01-21,swsh35-74,223073,Holofoil,194.44,156.03,243.99,1500.0,243.08
2025-01-21,swsh45sv-SV107,232496,Holofoil,111.09,102.16,120.28,349.95,124.88
2025-01-21,swsh7-204,246693,Holofoil,28.68,23.16,35.32,70.0,29.0
2025-01-21,swsh7-205,246696,Holofoil,353.97,372.0,435.0,799.99,420.0
2025-01-21,swsh7-208,246755,Holofoil,26.38,19.0,26.38,69.99,31.99
2025-01-21,swsh7-209,246756,Holofoil,286.17,299.98,369.97,599.99,428.32
2025-01-21,swsh7-211,246702,Holofoil,40.1,34.99,42.5,99.99,48.98
2025-01-21,swsh7-212,246704,Holofoil,285.82,299.99,450.0,599.99,593.99
2025-01-21,swsh7-215,246723,Holofoil,1658.83,1452.51,1867.21,2199.99,
2025-01-21,swsh7-218,246733,Holofoil,569.93,581.53,691.0,850.0,690.99
2025-01-21,swsh7-41,246753,Holofoil,4.34,2.3,4.05,89.0,6.49
2025-01-21,swsh7-65,246690,Holofoil,8.96,5.19,9.0,500.0,16.79
2025-01-21,swsh7-75,246701,Holofoil,8.85,3.99,7.59,50.0,16.99
2025-01-21,swsh7-8,246691,Holofoil,4.55,2.31,4.54,50.0,7.1
2025-01-21,swsh8-271,253266,Holofoil,658.91,820.0,998.95,1299.0,1298.97
2025-01-21,swsh9-154,263873,Holofoil,192.53,190.0,226.5,1500.0,149.99
2025-01-22,base1-15,42355,Holofoil,116.69,64.85,122.1,300.0,
2025-01-22,base1-16,42356,Holofoil,39.46,19.75,32.25,64.99,30.99
2025-01-22,base1-2,42360,Holofoil,168.76,92.42,144.4,226.69,
2025-01-22,base1-4,42382,Holofoil,442.48,270.0,398.99,1249.99,
2025-01-22,base1-58,42402,Normal,3.09,0.5,2.2,9999.0,3.97
2025-01-22,cel25c-4,250320,Holofoil,89.3,82.49,110.0,249.0,96.2
2025-01-22,gym2-2,83861,Unlimited Holofoil,288.9,289.6,349.5,550.0,
2025-01-22,neo1-9,86903,1st Edition Holofoil,780.96,999.99,2950.0,2953.99,
2025-01-22,neo1-9,86903,Unlimited Holofoil,349.06,344.97,367.49,1000.0,
2025-01-22,sl-151-bundle,502000,Normal,68.65,62.99,70.0,200.0,
2025-01-22,sl-151-etb,503313,Normal,157.4,150.0,199.98,499.99,
2025-01-22,sl-151-upc,502005,Normal,271.79,259.0,300.0,694.94,
2025-01-22,sl-ar-box,265519,Normal,226.45,224.77,277.48,1999.99,
2025-01-22,sl-base-box,185731,Normal,,17000.0,17000.0,17000.0,
2025-01-22,sl-bs-box,256141,Normal,290.61,274.91,361.59,999.99,
2025-01-22,sl-cel-upc,245140,Normal,394.11,387.88,467.5,1000.0,
2025-01-22,sl-champ-etb,218791,Normal,105.58,105.0,125.47,399.99,
2025-01-22,sl-cz-etb,453470,Normal,96.87,89.99,114.9,999.99,
2025-01-22,sl-evs-box,242436,Normal,1351.33,1295.45,1771.29,9999.99,
2025-01-22,sl-evs-etb,243721,Normal,419.64,484.0,500.0,989.89,
2025-01-22,sl-fs-box,247654,Normal,476.48,450.0,499.99,1000.0,
2025-01-22,sl-hf-etb,194729,Normal,223.21,229.98,250.0,499.99,
2025-01-22,sl-jp-151,565243,Normal,119.5,113.23,126.0,199.99,
2025-01-22,sl-jp-terastal,603428,Normal,94.14,87.01,96.95,170.0,
2025-01-22,sl-jt-box,610931,Normal,198.46,182.99,206.95,279.99,
2025-01-22,sl-lo-box,277324,Normal,382.31,355.0,402.99,1299.99,
2025-01-22,sl-obf-box,501257,Normal,167.1,169.0,199.99,999.99,
2025-01-22,sl-pe-etb,593355,Normal,117.05,110.0,129.92,395.0,
2025-01-22,sl-pf-etb,528040,Normal,91.34,85.0,95.0,200.0,
2025-01-22,sl-shf-etb,228821,Normal,69.69,63.96,77.99,300.0,
2025-01-22,sl-ss-box,565606,Normal,247.07,234.0,269.92,999.95,
2025-01-22,sl-st-box,283389,Normal,241.54,225.56,275.0,1248.0,
2025-01-22,sl-tf-box,536225,Normal,158.8,155.0,179.48,333.0,
2025-01-22,sv2-185,497557,Normal,0.2,0.01,0.25,5.74,
2025-01-22,sv2-185,497557,Reverse Holofoil,0.64,0.1,0.96,10.0,
2025-01-22,sv2-254,497669,Holofoil,14.19,10.0,15.0,100.0,16.65
2025-01-22,sv2-269,497689,Holofoil,62.47,59.99,72.63,259.99,
2025-01-22,sv3pt5-151,516566,Holofoil,9.36,4.75,8.75,29.99,10.3
2025-01-22,sv3pt5-199,517045,Holofoil,234.76,210.48,249.99,1300.0,
2025-01-22,sv3pt5-205,517051,Holofoil,15.02,10.0,14.78,100.0,22.47
2025-01-22,sv3pt5-4,502555,Normal,0.11,0.01,0.15,2.37,
2025-01-22,sv3pt5-4,502555,Reverse Holofoil,0.23,0.1,0.26,25.0,
2025-01-22,sv3pt5-6,502558,Holofoil,6.2,3.99,5.71,26.0,7.06
2025-01-22,sv3pt5-7,502548,Normal,0.1,0.03,0.15,4.99,
2025-01-22,sv3pt5-7,502548,Reverse Holofoil,0.22,0.08,0.25,15.0,
2025-01-22,sv4pt5-234,535090,Holofoil,196.38,196.35,237.71,400.0,249.99
2025-01-22,sv4pt5-54,534416,Holofoil,2.5,1.0,2.55,34.99,2.75
2025-01-22,sv8-57,590025,Holofoil,7.09,5.24,7.59,29.99,8.98
2025-01-22,sv8pt5-149,610504,Holofoil,321.81,299.0,319.46,999.99,
2025-01-22,sv8pt5-155,610510,Holofoil,348.42,340.0,398.95,499.99,
2025-01-22,sv8pt5-156,610511,Holofoil,573.78,524.0,643.08,750.0,
2025-01-22,sv8pt5-161,610516,Holofoil,1562.52,1600.0,1749.5,1800.0,
2025-01-22,sv8pt5-167,610522,Holofoil,229.94,222.0,274.99,350.0,
2025-01-22,sv8pt5-179,610534,Holofoil,130.1,127.48,154.5,325.0,
2025-01-22,sv8pt5-28,610383,Holofoil,1.91,1.0,2.5,19.97,
2025-01-22,sv8pt5-47,610402,Normal,0.05,0.01,0.1,0.99,0.05
2025-01-22,sv8pt5-47,610402,Reverse Holofoil,0.19,0.06,0.25,1.26,0.15
2025-01-22,sv8pt5-59,610414,Holofoil,0.32,0.1,0.69,19.99,
2025-01-22,sv8pt5-59,610414,Reverse Holofoil,1.61,0.31,1.8,39.99,
2025-01-22,sv8pt5-60,610415,Holofoil,16.66,17.2,20.05,79.99,
2025-01-22,svp-085,518861,Normal,282.39,289.99,334.7,750.0,334.7
2025-01-22,swsh11-186,284137,Holofoil,583.33,391.64,615.0,999.99,699.99
2025-01-22,swsh12-186,451834,Holofoil,278.34,239.89,326.05,599.99,312.0
2025-01-22,swsh12pt5gg-GG69,478100,Holofoil,209.38,201.96,249.99,329.99,249.98
2025-01-22,swsh35-25,223018,Normal,0.11,0.02,0.15,1.49,
2025-01-22,swsh35-25,223018,Reverse Holofoil,0.24,0.09,0.25,1.33,
2025-01-22,swsh35-74,223073,Holofoil,196.02,156.03,244.17,1500.0,243.08
2025-01-22,swsh45sv-SV107,232496,Holofoil,112.85,105.0,124.87,349.95,124.86
